20130626,NA
20130627,NA
20130628,NA
20130701,NA
20130702,NA
20130703,NA
20130704,NA
20130705,NA
20130708,NA
20130709,NA
20130710,NA
20130711,NA
20130712,NA
20130715,NA
20130716,NA
20130717,NA
20130718,NA
20130719,NA
20130722,NA
20130723,NA
20130724,NA
20130725,NA
20130726,NA
20130729,NA
20130730,NA
20130731,NA
20130801,NA
20130802,NA
20130805,NA
20130806,NA
20130807,NA
20130808,NA
20130809,NA
20130812,NA
20130813,NA
20130814,NA
20130815,NA
20130816,NA
20130819,NA
20130820,NA
20130821,NA
20130822,NA
20130823,NA
20130826,NA
20130827,NA
20130828,NA
20130829,NA
20130830,NA
20130902,NA
20130903,NA
20130904,NA
20130905,NA
20130906,NA
20130909,NA
20130910,NA
20130911,NA
20130912,NA
20130913,NA
20130916,NA
20130917,NA
20130918,NA
20130923,NA
20130924,NA
20130925,NA
20130926,NA
20130927,NA
20130930,NA
20131008,NA
20131009,NA
20131010,NA
20131011,NA
20131014,NA
20131015,NA
20131016,NA
20131017,NA
20131018,NA
20131021,NA
20131022,NA
20131023,NA
20131024,NA
20131025,NA
20131028,NA
20131029,NA
20131030,NA
20131031,NA
20131101,NA
20131104,NA
20131105,NA
20131106,NA
20131107,NA
20131108,NA
20131111,NA
20131112,NA
20131113,NA
20131114,NA
20131115,NA
20131118,NA
20131119,NA
20131120,NA
20131121,NA
20131122,NA
20131125,NA
20131126,NA
20131127,NA
20131128,NA
20131129,NA
20131202,NA
20131203,NA
20131204,NA
20131205,NA
20131206,NA
20131209,NA
20131210,NA
20131211,NA
20131212,NA
20131213,NA
20131216,NA
20131217,NA
20131218,NA
20131219,NA
20131220,NA
20131223,NA
20131224,NA
20131225,NA
20131226,NA
20131227,NA
20131230,NA
20131231,NA
20140102,NA
20140103,NA
20140106,NA
20140107,NA
20140108,NA
20140109,NA
20140110,NA
20140113,NA
20140114,NA
20140115,NA
20140116,NA
20140117,NA
20140120,NA
20140121,NA
20140122,NA
20140123,NA
20140124,NA
20140127,NA
20140128,NA
20140129,NA
20140130,NA
20140207,NA
20140210,NA
20140211,NA
20140212,NA
20140213,NA
20140214,NA
20140217,NA
20140218,NA
20140219,NA
20140220,NA
20140221,NA
20140224,NA
20140225,NA
20140226,NA
20140227,NA
20140228,NA
20140303,NA
20140304,NA
20140305,NA
20140306,NA
20140307,NA
20140310,NA
20140311,NA
20140312,NA
20140313,NA
20140314,NA
20140317,NA
20140318,NA
20140319,NA
20140320,NA
20140321,3324
20140324,3330
20140325,3378
20140326,3376
20140327,3362
20140328,3382
20140331,3410
20140401,3414
20140402,3390
20140403,3410
20140404,3440
20140408,3480
20140409,3452
20140410,3446
20140411,3434
20140414,3438
20140415,3448
20140416,3418
20140417,3412
20140418,3354
20140421,3340
20140422,3354
20140423,3380
20140424,3390
20140425,3378
20140428,3336
20140429,3360
20140430,3344
20140505,3352
20140506,3344
20140507,3332
20140508,3312
20140509,3318
20140512,3336
20140513,3326
20140514,3324
20140515,3300
20140516,3272
20140519,3264
20140520,3262
20140521,3274
20140522,3280
